headline,clickbait,clickbaitNoise
Zimbabwe begins vote recount,0,0.05
"We Need To Talk About The Music From ""A Goofy Movie""",1,0.95
Home Price Index Fell Again in November,0,0.05
Lil Mama Has Managed To Become A Hilarious Meme,1,0.95
Finland claims second world record for karaoke,0,0.05
Associated Press goes after bloggers for copyright violation,0,0.05
Clashes in France after anti-condom speech by Pope,0,0.05
"This Gym Teacher Taught His Class a Cardio Version of ""Nae Nae"" and It's Everything",1,0.95
When You Don't Know What To Text Back,1,0.95
Pope Celebrates Mass in Jordan,0,0.05
Which Leonardo DiCaprio Character Is Your Soulmate,1,0.95
Spanish economy contracts 1% in second quarter,0,0.05
23 Products Everyone Who Loves To Wine Should Own,1,0.95
Bounces Start to Go in for Rangers,0,0.05
Equity Firm Pays $30 Million in Pension Fund Case,0,0.05
16 Killer Halloween Looks You Can Pull Off All Year-Round,1,0.95
Pigskin A Blanket: NFL Week 4 Picks,1,0.95
Manager of Lake Shore Hedge Fund Indicted,0,0.05
Which Random '80s Movie Are You,1,0.95
15 Times Priyanka Chopra Goddamn Owned 2015,1,0.95
"Another Round, Episode 40: Blacker History Month",1,0.95
This Young Trans Filmmaker At Sundance Wants To Revolutionize Trans Storytelling,1,0.95
11 Of Your Favorite Actors' Very First Headshots,1,0.95
Which TV Brother Should Be Your Brother In Real Life,1,0.95
Jobless Rate High? So Are Late Payments,0,0.05
24 Productive Things Successful People Do With The First Hour Of Their Day,1,0.95
"17 Times Ben H. From ""The Bachelor"" Was Adorable On Instagram",1,0.95
Watch This Woman Style A Hijab In 7 Easy Ways,1,0.95
Japan raises severity level of crisis; efforts to cool damaged nuclear power plant continue,0,0.05
This Colour Test Will Reveal Your Orgasm Face,1,0.95
Kylie Jenner Is Down To Get Hit In The Face With A Hot Dog,1,0.95
'Criminal in uniform': Senior London policeman jailed for attempting to frame Iraqi,0,0.05
30 Tweets About Science That Will Make You Laugh And Then Think,1,0.95
18 Grilled Cheese Sandwiches That Made Us Drool In 2015,1,0.95
"What ""Harry Potter"" Sequel Do You Actually Want To See",1,0.95
CA Inc. Profit Beats Estimates,0,0.05
FDA backs clone meat,0,0.05
Paper Details Sites on Mars With Plumes of Methane,0,0.05
23 Times Anna Kendrick Was The Coolest Person On Instagram,1,0.95
Israeli military launches airstrikes into Gaza Strip,0,0.05
13 Things Everyone In Germany Can Agree On,1,0.95
IndyMac Bank placed into conservatorship by US Government,0,0.05
Two winners confirmed in US 'Mega Millions' jackpot,0,0.05
Lesher and Weston Leave Paramount and Are Succeeded by Goodman,0,0.05
16 Spanish Landmarks That Are Actually Crap,1,0.95
"Mindy Kaling Thinks It's ""Badass"" To Live In P.E.I. And We're Like",1,0.95
Jennifer Lawrence Talks About Her Ridiculous Tattoo In The New Issue Of Vogue,1,0.95
33 Things Russia Does Differently Than Everywhere Else On Earth,1,0.95
"Which ""The Room"" Character Are You",1,0.95
"Magnitude 7.0 earthquake hits New Britain, Papua New Guinea",0,0.05
These Kids In Tijuana Crossed The Border Every Day To Go To School In America,1,0.95
What Type Of Fall Sweater Are You,1,0.95
Nosediving Rangers Fire Renney and Hire Tortorella,0,0.05
Olmert Rejects Hamas Demands for Soldier,0,0.05
"Olympic condoms auctioned: ""faster, higher, stronger""",0,0.05
A false quake warning in Japan exposes problems for practical use,0,0.05
Adele Is On The Cover Of Vogue Looking Like A Damn Piece Of Art,1,0.95
"With pressure from France, Chad and Sudan open door to possible troop deployment",0,0.05
"Watch The Exclusive First Trailer For Zac Efron And Robert De Niro's ""Dirty Grandpa""",1,0.95
Which Spam Email Are You,1,0.95
States Slashing Social Programs for Vulnerable,0,0.05
Zimbabwe prime minister Tsvangirai ends cabinet boycott,0,0.05
Roethlisberger to Be Among Amateurs at U.S. Open Challenge,0,0.05
World leaders react to death of Osama bin Laden,0,0.05
Australian Treasury related agencies spend 17000 AUD on massages in 2004,0,0.05
"50,000 People Have Visited This Uber Parody Website That Lets You ""Hire A Hitman""",1,0.95
How Much Do You Know About Cheese,1,0.95
Here's What Your Girlfriend's Period Wants You To Know,1,0.95
Getting Specific in Order to Get Confirmed,0,0.05
"Do You Belong With Chuck Bass Or Nate Archibald From ""Gossip Girl""",1,0.95
We Took People Who Were Terrified Of Snakes And Had Them Face Their Biggest Fear,1,0.95
US Navy Los Angeles-class attack submarine runs aground near Guam,0,0.05
Observations From a Soggy Week at Bethpage,0,0.05
A New Round of Worries Pushes Shares Lower,0,0.05
24 Things For Anyone Who Is Completely Obsessed With Emojis,1,0.95
"In Gaza, the Wait to Rebuild Lingers",0,0.05
"23 Reasons Why ""The Princess Bride"" Is The Most Important Movie In Your Life",1,0.95
US congresswoman Gabrielle Giffords shot at Arizona supermarket,0,0.05
Afghan Run in Cup Ends Just Short of Its Goal,0,0.05
Show Us The Best Halloween Costume You've Ever Made,1,0.95
"Phil Hill, first American to win the Formula One championship, dies at age 81",0,0.05
U.S. Bancorp Reports Steep Quarterly Decline,0,0.05
Google not accessible in some parts of China,0,0.05
The Official Emo Band Name Generator,1,0.95
What Celebrities Have The Same Zodiac Sign As You,1,0.95
Lil Bub Has A New Yule Log Video That You Need To See,1,0.95
17 Lohanthony Tweets That Will Speak To Your Soul,1,0.95
The 19 Most Important Things That Happened When Modi Went To Silicon Valley,1,0.95
Pocket Kittens Are Real And Here Is What You Should Know About Them,1,0.95
"FDA mandates ""black box"" for Celebrex, pulls Bextra off market",0,0.05
Football: Coach of North Korea condemned to hard labor,0,0.05
"Bailout Is a No-Strings Windfall to Bankers, if Not to Borrowers",0,0.05
This Hero Bride Responded To A Car Crash In Her Wedding Dress,1,0.95
Tell Us About Your Self(ie): Sabrina Carpenter,1,0.95
United States charges eleven in credit card fraud case,0,0.05
UAE launches national authority for scientific research,0,0.05
Two men fined over 2006 German train crash that killed 23,0,0.05
Griffin and Oklahoma Overpower Michigan,0,0.05
French tourists killed in California bus rollover accident,0,0.05
Icelandic Hekla volcano shows signs of activity,0,0.05
GMTV ends broadcasting in UK after 17 years,0,0.05
Soyuz TMA-15 launches crew to International Space Station,0,0.05
"The Triumphs And Mistakes That Got J.J. Abrams Ready For ""Star Wars""",1,0.95
The Game Posted A Lovely Photo Of His Junk On Instagram For V-Day,1,0.95
"15 Funny, Shocking, And Truly Weird Real-Life Coincidences",1,0.95
How Well Do You Know New York,1,0.95
"Citizen ""podcasting"" goes mainstream",0,0.05
Football CL: Second qualifying round final results,0,0.05
Fish consumption by New Yorkers has led to high blood mercury levels,0,0.05
"Which ""Degrassi"" Character Are You Based On Your Zodiac Sign",1,0.95
Fall '08 styles at New York Fashion Week: the '70s are back,0,0.05
Are You More Kendall Or Kylie Or A High-Tech A.I. That Doesn't Know It's A Computer Simulation,1,0.95
27 Slightly Terrible Things That Happen Whenever You Go To Ikea,1,0.95
When You Try To Be Productive On Sundays,1,0.95
"Which Character From Disney's ""Recess"" Are You",1,0.95
"In Pakistan, Radio Amplifies Terror of Taliban",0,0.05
17 Stunning Women Who Gave Us Hair Envy In 2015,1,0.95
26 Phone Notes That Are Funny For No Damn Reason,1,0.95
Malaysian Home Ministry ban approved documentary,0,0.05
Typhoon Ketsana reaches Cambodia; up to eleven people killed,0,0.05
18 Steampunk Tattoos That Will Transport You To An Alternate Universe,1,0.95
17 Heartbreaking Confessions From People With An Unrequited Love,1,0.95
Which Beloved Children's Cartoon Character Should You Hook Up With,1,0.95
Ice Hockey: Blackhawks take first 2010 Stanley Cup Finals game in 11-goal thriller,0,0.05
Protests in Greece over proposed budget cuts,0,0.05
Do You Know Disneyland Rides' History,1,0.95
Good Golf Gear Makes the Difference in Foul Weather,0,0.05
Sick Of The PSL? Try These Other Starbucks Fall Flavors,1,0.95
"Wikimania 2008 opens at Bibliotheca Alexandrina, Egypt",0,0.05
This Woman Recreated Some Of Dan Bilzerian's Instagram Photos With Half Naked Men,1,0.95
31 Christmas Gifts You Totally Asked For In 2005,1,0.95
"Past Eurovision contestants give advice to this year's performers, speculate on who will win",0,0.05
This Quiz Will Reveal What Your Family Will Argue About This Christmas,1,0.95
Coalition ups ante on Australian school tax rebates,0,0.05
Crosby Wins a Game 7 Face-Off With Ovechkin,0,0.05
"No Stork Involved, but Mom and Dad Had Help",0,0.05
Can We Guess Who You Voted For,1,0.95
17 Cards Your Valentine Will Love As Much As Kanye Loves Kanye,1,0.95
These Mini Cheesecakes Will Make You So Content With Life,1,0.95
UN report says death of Benazir Bhutto preventable; fault of government,0,0.05
Bart Simpson used to promote Scientology,0,0.05
"Tony Snow, former White House Press Secretary and ""Fox News Sunday"" anchor, dies at age 53",0,0.05
Rockets Poised to Advance Without McGrady,0,0.05
King of Bahrain declares state of emergency,0,0.05
Would You Be Friends With Blair Or Serena,1,0.95
Australia appeals for no execution in Indonesian drug case,0,0.05
Posted deadlines for Christmas delivery,0,0.05
Rumsfeld to remain in Bush administration,0,0.05
Yankees Lose Their Way on Bridge to Rivera,0,0.05
What Would Happen To You If You Went To Degrassi,1,0.95
Can You Guess These Disney Sidekicks By Just Their Colors,1,0.95
Weapons Found in Home of Boston Murder Suspect,0,0.05
Americans Watch Russian Cartoons For The First Time,1,0.95
UK to ban Islamist group al-Shabaab,0,0.05
20 Hilarious Tweets That Will Make You Think Twice About Having Kids,1,0.95
Connecticut Serial Killer Competent- Waives Further Appeals,0,0.05
Can You Name The Disney Horse,1,0.95
Should You Be Allowed To Have A Dog,1,0.95
New professional Open documentary project,0,0.05
UN creates rapid-response fund for disasters,0,0.05
Soldier dies as military helicopters collide in Iraq,0,0.05
5 YA Books You Should Be Reading This January,1,0.95
What Do Your Breakfast Preferences Say About Your Sex Life,1,0.95
Ghanaians elect new President,0,0.05
Ring The 'Ol Cheating Alarm: Calvin Harris Was Spotted Leaving A Grocery Store,1,0.95
"I Went To A Black College Because Of ""A Different World""",1,0.95
"Can You Name These Minor Characters From ""The Simpsons""",1,0.95
An Astronaut Just Tweeted Some Awe-Inspiring Photos Of South India From Space,1,0.95
"Channing Tatum To ""Lip Sync Battle"" Jenna Dewan Tatum",1,0.95
Bankruptcy Fuels Fear Over Preakness,0,0.05
The Deadliest Fall,0,0.05
29 Hilarious Music Tweets That Will Make You Laugh Every Time,1,0.95
The Winners And Losers Of Asian Representation In Hollywood In 2015,1,0.95
Beijing plans $242B freeway link to Taiwan,0,0.05
Bail Set for Cosmo in $400 Million Fraud Case,0,0.05
High Court strikes down Australian Capital Territory same-sex marriage law,0,0.05
5 Ways To Mourn The Death Of Someone You Never Knew,1,0.95
"US airlines Delta, Northwest file for bankruptcy",0,0.05
Gaza Strip pullout under way,0,0.05
The Best Frank Ocean Songs Of 2015,1,0.95
Detroit Council Member Pleads Guilty to Accepting Bribes for Vote,0,0.05
Ex-UN official says Pakistan disrupted talks with Taliban,0,0.05
28 Times Benedict Cumberbatch Proved He's An Awesome Human In 2015,1,0.95
New video released shows BBC journalist Alan Johnston wearing 'explosive belt',0,0.05
17 Impressive DIY Gifts You Can Make With Things From Around The House,1,0.95
Sri Lanka Encircles Rebel Fighters,0,0.05
People Try Bizarre Candy Canes,1,0.95
Australian refugee activists plan protest during minister's speech,0,0.05
15 Cookies That Prove Healthy And Delicious Don't Clash,1,0.95
"Five prostitutes found dead in U.K. brings fears of ""Ipswich Ripper""",0,0.05
"Second ""Red Bull Flugtag London"" lands in Hyde Park",0,0.05
Cheney meets with Israeli and Palestinian leaders,0,0.05
Scotland's First Minister does comedy sketch for charity,0,0.05
Cast of BBC's Strictly Come Dancing announced,0,0.05
21 Completely Engrossing Fan Fictions You Won't Be Able To Stop Reading,1,0.95
"US, UK persuade Russia and China of laptop authenticity",0,0.05
"UNHCR: 200,000 people displaced by violence in Yemen",0,0.05
Martha Stewart Shaded Wendy Williams For Bringing Up The Fact That She's In Her Seventies,1,0.95
16 Times Bollywood Stars Shut Down Their Trolls Perfectly,1,0.95
Which Disney Channel Show Do You Actually Like Better,1,0.95
Quake Fears Stall Energy Extraction Project,0,0.05
Rep. Waxman: Karl Rove violated non-disclosure agreement,0,0.05
U.S. Scrambles for Information on Iran,0,0.05
We Know Which Cute Baby Panda GIF You Need To See Today,1,0.95
Why Freed Dissidents Pick Path of Most Resistance,0,0.05
"The Fish Are Biting, and the Room Is Hopping",0,0.05
Church of Scientology's 'Operating Thetan' documents leaked online,0,0.05
19 Treats You Wish You Could Eat With Lorelai Gilmore,1,0.95
Lucas Glover Wins U.S. Open With Unlikely Poise,0,0.05
Downton Abbey Star Michelle Dockery's Partner Has Died At The Age Of 34,1,0.95
Massachusetts study finds links between bullying and family violence,0,0.05
"17 Facts About ""Robot Chicken"" And Seth Green's Stop-Motion Studio",1,0.95
Renovating the Islanders,0,0.05
F.D.I.C.  Raises Fees to Replenish Bank Fund,0,0.05
Chike Okeafor Brings Fourth Dimension to Cardinals,0,0.05
Obama considers 'comprehensive' exit strategy from Afghanistan,0,0.05
"How ""Queen Of Sappy Love Songs"" Delilah Conquered Radio",1,0.95
Which Dinosaur Matches Your Zodiac Sign,1,0.95
Bush reacts to the Iraq Study Report,0,0.05
"After Years Of Visiting My Dad In Prison, We Are Now Friends",1,0.95
21 Awesome Lunch Boxes To Get Your Adult On This Year,1,0.95
14 Songs From The Early 2000s That Are Now Modern Day Christmas Classics,1,0.95
Australian Senate to decide sport footage ownership,0,0.05
Final Harry Potter book goes on sale,0,0.05
3 Officers Are Dead After Shootings in Oakland,0,0.05
17 People Who Are Absolutely Killing It At Dreamforce 2015,1,0.95
"G.O.P. Now Praises Parts of Stimulus Plan, Which It Opposed",0,0.05
"Profit Rises at Hormel,  Beating Estimates",0,0.05
24 Spectacular One-Tier Wedding Cakes,1,0.95
George Clooney Drinking A Cup Of Coffee Will Sexually Awaken You,1,0.95
Children From Latino Families Reveal Sacrifices Their Parents Made,1,0.95
Brazil Political crisis: Minister José Dirceu leaves the government,0,0.05
North Korea Sets Date for Launching,0,0.05
Prosecutors drop assault case against former US VP Gore,0,0.05
Ex-Soldier Gets Life Sentence for Iraq Murders,0,0.05
"In the Andes, a Toxic Site Also Provides a Livelihood",0,0.05
Stephen Curry Is Upbeat About Chance to Play With  Up-Tempo Knicks,0,0.05
All The Golden Globe Afterparty Moments You Won't See On TV,1,0.95
19 Photos That You Really Shouldn't Laugh At If You're An Adult,1,0.95
People Reacted To The Online Sensation #AlDub And They Were Obsessed,1,0.95
What Video Games Are These Weapons From,1,0.95
15 Of The Most Expensive Pictures In The World,1,0.95
11 Reasons Bindi Irwin Is An Incredible Role Model,1,0.95
Second man charged in Lee Rigby murder case,0,0.05
Jindal signs Intelligent Design law,0,0.05
Toads cause traffic jam on British Columbia highway,0,0.05
Drake Dancing To Bollywood Music Is The Best Thing On The Internet Right Now,1,0.95
Satellite radio approved in Canada,0,0.05
How Fall Are You,1,0.95
23 Cats Who Won 2015,1,0.95
Teaching Economics and Pizza Equations,0,0.05
NBA announces starters for 2007 All-Star Game,0,0.05
Customer says Verizon confuses dollars and cents,0,0.05
Where Should You Actually Go For Your Honeymoon,1,0.95
NASA denies rumors of finding life on Mars,0,0.05
Atlanta Makes Way for New Public Housing,0,0.05
Nineteen Spanish airports closed due to ash,0,0.05
Enya Heard You Were Stressed Out And Released A Soothing New Song To Help,1,0.95
Sarah Silverman Has Boobs And This Is Definitely News,1,0.95
"Britney Spears' ""My Only Wish"" Is The Most Iconic Christmas Song Of All Time",1,0.95
12 Celebrities Who Probably Wouldn't Be Famous With Their Birth Names,1,0.95
Balancing Freedom and the Role of the State in Germany,0,0.05
Taliban Truce Seems in Flux in Pakistan,0,0.05
Pakistan: Peshawar hit by triple bomb blasts,0,0.05
